ID,Auteur,BnF,IdRef,Naissance (min),Naissance (max),Mort (min),Mort (max),N°,Témoin,Contexte G,Mention,Contexte D,Paragraphe,Partie,Chapitre,Section
ennius,"Ennius, Quintus (0239-0169 av. J.-C.)",http://data.bnf.fr/ark:/12148/cb120078470,http://www.idref.fr/028193776/id,-0239,-0239,-0169,-0169,1,basnage,Et dans,Ennius,une fille se plaint de son pere en ces termes.,Et dans Ennius une fille se plaint de son pere en ces termes.,coutume,DU DOUAIRE.,CCCLXIX. Femme quand a doüaire sur les biens du pere et ayeul de son mary.
