id,ConDÉ name,found,IdRef name,BnF,IdRef,earliest birth,latest birth,earliest death,latest death
martin-5,Martin V,yes,Martin V (1368-1431 ; pape),http://data.bnf.fr/ark:/12148/cb12131322m,http://www.idref.fr/059343249/id,1368,1368,1431,1431
calixte-3,Calixte III,yes,Calixte III (1378-1458 ; pape),http://data.bnf.fr/ark:/12148/cb144334701,http://www.idref.fr/060850302/id,1378,1378,1458,1458
jean-22,Jean XXII,yes,Jean XXII (1245-1334 ; pape),http://data.bnf.fr/ark:/12148/cb11988770j,http://www.idref.fr/029176557/id,1245,1245,1334,1334
greg-4,Grégoire IV,yes,Grégoire IV (0...-0844 ; pape),http://data.bnf.fr/ark:/12148/cb104712661,http://www.idref.fr/112625010/id,0700,0799,,
velleius,Caius Velleius Paterculus,yes,"Velleius Paterculus, Caius (0019? av. J.-C.-0031?)",http://data.bnf.fr/ark:/12148/cb11887817z,http://www.idref.fr/026674211/id,-0019,-0019,0031,0031
du-cange,Charles Du Cange,yes,"Du Cange, Charles Du Fresne (1610-1688 ; sieur)",http://data.bnf.fr/ark:/12148/cb12410963q,http://www.idref.fr/033221618/id,1610,1610,1688,1688
bardet,Pierre Bardet,yes,"Bardet, Pierre",http://data.bnf.fr/ark:/12148/cb127507687,http://www.idref.fr/070342156/id,1591,1591,1685,1685
la-roque,Gilles-André La Roque de La Lontière (de),no,,,,1598,1598,1686,1686
fortescue,John Fortescue,yes,"Fortescue, John (1394?-1476? ; juriste)",http://data.bnf.fr/ark:/12148/cb12342130g,http://www.idref.fr/032380461/id,1394,1394,1479,1479
auzanet,Barthélémy Auzanet,no,,,,1591,1591,1673,1673
sauvageau,Michel Sauvageau,no,,,,1600,1699,1700,1799
basnage,Henri Basnage,yes,"Basnage, Henri (1615-1695)",http://data.bnf.fr/ark:/12148/cb10711038h,http://www.idref.fr/086040138/id,1615,1615,1695,1695
pyrrhus,Jean Pyrrhus d'Angleberme,yes,"Angleberme, Jean Pyrrhus d' (1470?-1521)",http://data.bnf.fr/ark:/12148/cb133218259,http://www.idref.fr/075555522/id,1470,1470,1521,1521
husson,Martin Husson,no,,,,1600,1699,1700,1799
grimaudet,François Grimaudet,yes,"Grimaudet, François (1520-1580)",http://data.bnf.fr/ark:/12148/cb12459848j,http://www.idref.fr/033766290/id,1520,1520,1580,1580
galland,Auguste Galland,yes,"Galland, Auguste (1572-1641)",http://data.bnf.fr/ark:/12148/cb11994394p,http://www.idref.fr/02802544X/id,1572,1572,1637,1637
lefevre-laplanche,none,no,,,,1600,1699,,
guyot,Germain-Antoine Guyot,yes,"Guyot, Germain-Antoine (1694-1756)",http://data.bnf.fr/ark:/12148/cb12401855v,http://www.idref.fr/033120145/id,1694,1694,1750,1750
pothier,Robert-Joseph Pothier,yes,"Pothier, Robert Joseph (1699-1772)",http://data.bnf.fr/ark:/12148/cb125109527,http://www.idref.fr/034344942/id,1699,1699,1772,1772
jacquet,Pierre Jacquet,yes,"Jacquet, Pierre (16..-1766 ; avocat)",http://data.bnf.fr/ark:/12148/cb12502691k,http://www.idref.fr/151785635/id,1600,1699,,
boullenois,Louis Boullenois ,yes,"Boullenois, Louis (1680-1762)",http://data.bnf.fr/ark:/12148/cb10428004k,http://www.idref.fr/130349909/id,1680,1680,1762,1762
aguesseau,Henri-François Aguesseau (d'),yes,"Aguesseau, Henri-François d' (1668-1751)",http://data.bnf.fr/ark:/12148/cb118881952,http://www.idref.fr/026678977/id,1668,1668,1751,1751
hoveden,Roger de Hoveden ,yes,Roger de Hoveden (11..-1201?),http://data.bnf.fr/ark:/12148/cb12466977w,http://www.idref.fr/033854785/id,1100,1199,,
mabillon,Jean Mabillon,yes,"Mabillon, Jean (1632-1707)",http://data.bnf.fr/ark:/12148/cb12002850p,http://www.idref.fr/028133242/id,1632,1632,1707,1707
skinner,Stephen Skinner,no,,,,none,none,none,none
lauriere,Eusèbe Laurière (de),yes,"Laurière, Eusèbe de (1659-1728)",http://data.bnf.fr/ark:/12148/cb11994396c,http://www.idref.fr/028025466/id,none,none,none,none
coke,Edward Coke,yes,"Coke, Edward (1552-1634)",http://data.bnf.fr/ark:/12148/cb121234554,http://www.idref.fr/059782048/id,1552,1552,1634,1634
baluze,Étienne Baluze,yes,"Baluze, Étienne (1630-1718)",http://data.bnf.fr/ark:/12148/cb124433177,http://www.idref.fr/033580065/id,1630,1630,1718,1718
ascalon,Jean  Ibelin (comte d'Ascalon) (d'),yes,Jean d'Ibelin (1215-1266),http://data.bnf.fr/ark:/12148/cb121346701,http://www.idref.fr/067066763/id,1215,1215,1266,1266
thaumassiere,Gaspard Thaumas de La Thaumassière,yes,"Thaumas de La Thaumassière, Gaspard (1631-1702)",http://data.bnf.fr/ark:/12148/cb13474859j,http://www.idref.fr/035094206/id,1631,1631,1702,1702
perard,Estienne Pérard,no,,,,none,none,none,none
montesquieu,Montesquieu,yes,Montesquieu (1689-1755),http://data.bnf.fr/ark:/12148/cb119166485,http://www.idref.fr/027383881/id,1689,1689,1755,1755
robertson,William Robertson,no,,,,none,none,none,none
bretonnier,Barthélemy-Joseph Bretonnier,yes,"Bretonnier, Barthélemy Joseph (1656-1727)",http://data.bnf.fr/ark:/12148/cb10658561r,http://www.idref.fr/069432317/id,1656,1656,1722,1722
froland,Louis Froland,yes,"Froland, Louis (1656-1746)",http://data.bnf.fr/ark:/12148/cb125025512,http://www.idref.fr/034250697/id,1656,1656,1746,1746
berroyer,Claude Berroyer,yes,"Berroyer, Claude (1655-1735)",http://data.bnf.fr/ark:/12148/cb144170307,http://www.idref.fr/070211515/id,1655,1655,1735,1735
henrys,Claude Henrys,yes,"Henrys, Claude (1615-1662)",http://data.bnf.fr/ark:/12148/cb14405919h,http://www.idref.fr/071044647/id,1615,1615,1662,1662
fleury,Claude Fleury  ,yes,"Fleury, Claude (1640-1723)",http://data.bnf.fr/ark:/12148/cb124599940,http://www.idref.fr/033770158/id,1640,1640,1723,1723
bouhier,Jean Bouhier,yes,"Bouhier, Jean (1673-1746)",http://data.bnf.fr/ark:/12148/cb11893236t,http://www.idref.fr/026743000/id,1673,1673,1746,1746
dubos,Jean-Baptiste Dubos,yes,"Dubos, Jean-Baptiste (1670-1742)",http://data.bnf.fr/ark:/12148/cb12171073h,http://www.idref.fr/03025566X/id,1670,1670,1742,1742
pasquier,Étienne Pasquier,yes,"Pasquier, Étienne (1529-1615)",http://data.bnf.fr/ark:/12148/cb12027737t,http://www.idref.fr/028443136/id,1529,1529,1615,1615
gillet,Gillet,no,,,,none,none,none,none
domat,Jean Domat,yes,"Domat, Jean (1625-1696)",http://data.bnf.fr/ark:/12148/cb12198127q,http://www.idref.fr/030598451/id,1625,1625,1696,1696
denisart,jean-Baptiste Denisart,yes,"Denisart, Jean-Baptiste (1713-1765)",http://data.bnf.fr/ark:/12148/cb14409560t,http://www.idref.fr/059401486/id,1713,1713,1765,1765
du-perray,Michel Du Perray,yes,"Du Perray, Michel (1640?-1730)",http://data.bnf.fr/ark:/12148/cb16720593t,http://www.idref.fr/069381291/id,1640,1640,1730,1730
forget,Germain Forget,no,,,,1500,1599,,
van-espen,Zeghert Bernhard Van Espen,yes,"Van Espen, Zeghert Bernhard (1646-1728)",http://data.bnf.fr/ark:/12148/cb124215601,http://www.idref.fr/033339848/id,1646,1646,1728,1728
hericourt,Louis Héricourt du Vatier (d'),yes,"Héricourt du Vatier, Louis d' (1687-1752)",http://data.bnf.fr/ark:/12148/cb14417020x,http://www.idref.fr/08603295X/id,1687,1687,1752,1752
augeard,Mathieu Augeard,yes,"Augeard, Mathieu (1673-1751)",http://data.bnf.fr/ark:/12148/cb129157637,http://www.idref.fr/071046313/id,1673,1673,1751,1751
cochin,Henri Cochin,yes,"Cochin, Henri (1687-1747)",http://data.bnf.fr/ark:/12148/cb134754857,http://www.idref.fr/035133058/id,1687,1687,1747,1747
peyrere,Isaac La Peyrère,yes,"La Peyrère, Isaac de (1594-1676)",http://data.bnf.fr/ark:/12148/cb11965762s,http://www.idref.fr/027663671/id,1590,1599,,
henault,Charles-Jean-François Hénault ,yes,"Hénault, Charles-Jean-François (1685-1770)",http://data.bnf.fr/ark:/12148/cb12515502s,http://www.idref.fr/034395156/id,1685,1685,1770,1770
devolant,Devolant (ie : Frain),yes,"Frain, Sébastien",http://data.bnf.fr/ark:/12148/cb12543955m,http://www.idref.fr/059535571/id,1500,1599,,
renusson,Philippe Renusson (de),no,,,,1632,1632,1669,1669
bengi,Antoine Bengi,no,,,,1564,1564,1616,1616
pinsson,François Pinsson,yes,"Pinsson, François (1612-1691)",http://data.bnf.fr/ark:/12148/cb129157606,http://www.idref.fr/132931621/id,1612,1612,1691,1691
ferriere,Claude Ferrière (de),yes,"Ferrière, Claude de (1639-1715)",http://data.bnf.fr/ark:/12148/cb125177213,http://www.idref.fr/034419756/id,1639,1639,1715,1715
le-brun,Denis Le Brun,no,,,,1640,1640,1708,1708
camus,Bertrand Louis  Le Camus d Houlouve,no,,,,none,none,none,none
pocquet,Claude Pocquet de Livonnière,yes,"Pocquet de Livonnière, Claude (1652-1726)",http://data.bnf.fr/ark:/12148/cb15540243c,http://www.idref.fr/058568794/id,1652,1652,1726,1726
salisbury,Jean de Salisbury,yes,Jean de Salisbury (1115?-1180),http://data.bnf.fr/ark:/12148/cb119843458,http://www.idref.fr/027901173/id,1115,1115,1180,1180
guillaume-tyr,Guillaume de Tyr,yes,Guillaume de Tyr (1130?-1186),http://data.bnf.fr/ark:/12148/cb11906346f,http://www.idref.fr/026908522/id,1130,1130,1186,1186
rigord,Rigord,no,,,,none,none,none,none
taisand,Pierre Taisand,yes,"Taisand, Pierre (1644-1715)",http://data.bnf.fr/ark:/12148/cb14338492c,http://www.idref.fr/160245729/id,1644,1644,1715,1715
nicod,Nicod,no,,,,none,none,none,none
duplessis,Claude Duplessis,no,,,,none,none,none,none
chantreau,Chantreau,no,,,,none,none,none,none
richer,François Richer,yes,"Richer, François (1718-1790)",http://data.bnf.fr/ark:/12148/cb12153130k,http://www.idref.fr/03003258X/id,1718,1718,1790,1790
poullain,Auguste-Marie Poullain Du Parc,no,,,,1703,1703,1782,1782
bosquet,Bosquet,no,,,,1700,1799,,
auroux,Mathieu Auroux des Pommiers,yes,"Auroux des Pommiers, Mathieu (1670-1742)",http://data.bnf.fr/ark:/12148/cb10691118n,http://www.idref.fr/178709980/id,1670,1670,1742,1742
soefve,Lucien Soefve,no,,,,1600,1699,1600,1699
gousset,Jean Gousset,no,,,,none,none,none,none
brillon,Pierre-Jacques Brillon,yes,"Brillon, Pierre-Jacques (1671-1736)",http://data.bnf.fr/ark:/12148/cb12005067x,http://www.idref.fr/028160460/id,1671,1671,1736,1736
boucheul,Joseph Boucheul,yes,"Boucheul, Joseph (1639-1706)",http://data.bnf.fr/ark:/12148/cb10387404h,http://www.idref.fr/070358648/id,1639,1639,1706,1706
catelan,Jean Catellan (de),yes,"Catellan, Jean de (1617-1700)",http://data.bnf.fr/ark:/12148/cb14407988t,http://www.idref.fr/086040405/id,1617,1617,1700,1700
vedel,Gabriel Vedel (de),no,,,,none,none,none,none
morgues,Jacques Morgues,yes,"Morgues, Jacques (16..-16..? ; avocat)",http://data.bnf.fr/ark:/12148/cb12503809b,http://www.idref.fr/067069614/id,none,none,none,none
erard,Claude Érard,yes,"Érard, Claude (1646-1700)",http://data.bnf.fr/ark:/12148/cb102978995,http://www.idref.fr/191623121/id,1646,1646,1700,1700
dunod,François-Ignace Dunod de Charnage,yes,"Dunod de Charnage, François-Ignace (1679-1752)",http://data.bnf.fr/ark:/12148/cb124478496,http://www.idref.fr/067056555/id,1679,1679,1752,1752
everard,Étienne Éverard,no,,,,none,none,none,none
hevin,Pierre Hévin,yes,"Hévin, Pierre (1621-1692)",http://data.bnf.fr/ark:/12148/cb13484946p,http://www.idref.fr/035591552/id,1621,1621,1692,1692
renauldon,Joseph Renauldon,no,,,,none,none,none,none
valentinien,Valentinien,no,,,,0419,0419,0455,0455
furgole,Jean-Baptiste Furgole,yes,"Furgole, Jean-Baptiste (1690-1761)",http://data.bnf.fr/ark:/12148/cb13168299c,http://www.idref.fr/035115947/id,1690,1690,1761,1761
bertheaume,Bertheaume,no,,,,none,none,none,none
greard,Louis Gréard,yes,"Gréard, Louis (....-1686)",http://data.bnf.fr/ark:/12148/cb125025454,http://www.idref.fr/138455643/id,1600,1699,,
boucher-argis,Antoine-Gaspard Boucher d'Argis,yes,"Boucher d'Argis, Antoine-Gaspard (1708-1791)",http://data.bnf.fr/ark:/12148/cb12247338t,http://www.idref.fr/031215203/id,1708,1708,1791,1791
gothofredus,Denis Godefroy,yes,"Godefroy, Denys (1549-1622)",http://data.bnf.fr/ark:/12148/cb12757108d,http://www.idref.fr/030177901/id,1549,1549,1622,1622
maillard,Maillard,no,,,,none,none,none,none
valin,René-Josué Valin,yes,"Valin, René-Josué (1695-1765)",http://data.bnf.fr/ark:/12148/cb13507820z,http://www.idref.fr/050249932/id,1695,1695,1765,1765
savaron,Jean Savaron,yes,"Savaron, Jean (1566-1622)",http://data.bnf.fr/ark:/12148/cb12459756w,http://www.idref.fr/033764514/id,1566,1566,1622,1622
pie-5,Pie V,yes,Pie V (1504-1572 ; pape),http://data.bnf.fr/ark:/12148/cb11919954n,http://www.idref.fr/027075516/id,1504,1504,1572,1572
bruneau,Antoine Bruneau,yes,"Bruneau, Antoine (1640-1720)",http://data.bnf.fr/ark:/12148/cb107044113,http://www.idref.fr/092398804/id,1640,1640,1720,1720
gouget,Nicolas Gouget,no,,,,none,none,none,none
avezan,Jean Avezan (d'),no,,,,none,none,none,none
desgodets,Antoine Desgodets,yes,"Desgodets, Antoine (1653-1728)",http://data.bnf.fr/ark:/12148/cb12077607n,http://www.idref.fr/02907469X/id,1653,1653,1728,1728
goupy,Claude-Martin Goupy,no,,,,1720,1720,1793,1793
laurens-valle,Lorenzo Valla,yes,"Valla, Lorenzo (1407-1457)",http://data.bnf.fr/ark:/12148/cb11927487z,http://www.idref.fr/027174697/id,1406,1406,1457,1457
leon-10,Léon X,yes,Léon X (1475-1521 ; pape),http://data.bnf.fr/ark:/12148/cb11682016v,http://www.idref.fr/070725721/id,1475,1475,1521,1521
baleus,John Bale ,yes,"Bale, John (1495-1563)",http://data.bnf.fr/ark:/12148/cb12044241c,http://www.idref.fr/028650891/id,1495,1495,1563,1563
romanus,Ludovico Pontano,yes,"Pontano, Ludovico (1409-1439)",http://data.bnf.fr/ark:/12148/cb12531161n,http://www.idref.fr/16111007X/id,1409,1409,1439,1439
azo,Azo,yes,Azon (09..-1007),http://data.bnf.fr/ark:/12148/cb13164147w,http://www.idref.fr/034717242/id,1100,1199,,
haloander,Gregor Haloander ,yes,"Haloander, Gregor (14..-1531?)",http://data.bnf.fr/ark:/12148/cb120551092,http://www.idref.fr/067721370/id,1400,1499,,
clement-7,Clément VII,yes,Clément VII (1478-1534 ; pape),http://data.bnf.fr/ark:/12148/cb13623902x,http://www.idref.fr/072315563/id,1478,1478,1534,1534
gillotus,Jacques Gillot,yes,"Gillot, Jacques (1550?-1619)",http://data.bnf.fr/ark:/12148/cb13486178k,http://www.idref.fr/035645903/id,1550,1550,1619,1619
pomponius,Sextus Pomponius,no,,,,0100,0199,0100,0199
crinitus,Pietro Riccio Crinitp,yes,"Crinito, Pietro Riccio (1465-1505)",http://data.bnf.fr/ark:/12148/cb12215803f,http://www.idref.fr/066972213/id,1465,1465,1505,1505
